nprocs_filter,test_loss,kfold_seed
FALSE,254.7953827,1812549005
FALSE,239.8070343,1801054430
FALSE,249.6498505,1474235857
FALSE,283.6071106,1392436736
FALSE,232.1162109,1379701443
FALSE,213.3367554,1309364699
FALSE,278.3198792,1159944860
FALSE,260.833197,1155483495
FALSE,251.5443024,879843057
FALSE,283.531366,728841181
