nprocs_filter,test_loss,kfold_seed
FALSE,155.2297485,1812549005
FALSE,155.4492737,1801054430
FALSE,155.4054504,1474235857
FALSE,155.3902893,1392436736
FALSE,155.4083328,1379701443
FALSE,155.3576782,1309364699
FALSE,155.3736572,1159944860
FALSE,155.4832977,1155483495
FALSE,155.5041901,879843057
FALSE,155.3792114,728841181
